id,name,path,type,bulletId,param,updateId,updateGold,price,salePrice,unlockedBegin,aimDistance,quality
200522,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-12;5:7;101:1;4:0;2:120;3:0,200523,180,0,324,0,500,2
200523,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-15;5:8;101:1;4:0;2:150;3:0,200524,205,0,468,0,500,2
200524,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-18;5:9;101:1;4:0;2:180;3:0,200525,230,0,632,0,500,2
200525,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-21;5:10;101:1;4:0;2:210;3:0,200526,255,0,816,0,500,2
200526,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-24;5:11;101:1;4:0;2:240;3:0,200527,280,0,1020,0,500,2
200527,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-27;5:12;101:1;4:0;2:270;3:0,200528,305,0,1244,0,500,2
200528,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-30;5:13;101:1;4:0;2:300;3:0,200529,330,0,1488,0,500,2
200529,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-33;5:14;101:1;4:0;2:330;3:0,0,0,0,1752,0,500,2
200530,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-4;5:5;101:1;4:0;2:40;3:0,200531,100,100,80,0,500,1
200531,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-6;5:6;101:1;4:0;2:60;3:0,200532,120,0,160,0,500,1
200532,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-8;5:7;101:1;4:0;2:80;3:0,200533,140,0,256,0,500,1
200533,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-10;5:8;101:1;4:0;2:100;3:0,200534,160,0,368,0,500,1
200534,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-12;5:9;101:1;4:0;2:120;3:0,200535,180,0,496,0,500,1
200535,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-14;5:10;101:1;4:0;2:140;3:0,200536,200,0,640,0,500,1
200536,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-16;5:11;101:1;4:0;2:160;3:0,200537,220,0,800,0,500,1
200537,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-18;5:12;101:1;4:0;2:180;3:0,200538,240,0,976,0,500,1
200538,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-20;5:13;101:1;4:0;2:200;3:0,200539,260,0,1168,0,500,1
200539,部位-大炮,res://scence/player/Player_derivedPart5-lack3-1.tscn,1,20050,1:-22;5:14;101:1;4:0;2:220;3:0,0,0,0,1376,0,500,1
200600,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-10;5:5;101:1;4:0;2:100;3:0,200601,200,160,128,0,500,4
200601,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-15;5:6;101:1;4:0;2:150;3:0,200602,235,0,288,0,500,4
200602,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-20;5:7;101:1;4:0;2:200;3:0,200603,270,0,476,0,500,4
200603,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-25;5:8;101:1;4:0;2:250;3:0,200604,305,0,692,0,500,4
200604,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-30;5:9;101:1;4:0;2:300;3:0,200605,340,0,936,0,500,4
200605,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-35;5:10;101:1;4:0;2:350;3:0,200606,375,0,1208,0,500,4
200606,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-40;5:11;101:1;4:0;2:400;3:0,200607,410,0,1508,0,500,4
200607,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-45;5:12;101:1;4:0;2:450;3:0,200608,445,0,1836,0,500,4
200608,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-50;5:13;101:1;4:0;2:500;3:0,200609,480,0,2192,0,500,4
200609,部位-大炮,res://scence/player/Player_derivedPart6-1.tscn,1,20060,1:-55;5:14;101:1;4:0;2:550;3:0,0,0,0,2576,0,500,4
200610,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-8;5:5;101:1;4:0;2:80;3:0,200611,160,140,112,0,500,3
200611,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-12;5:6;101:1;4:0;2:120;3:0,200612,190,0,240,0,500,3
200612,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-16;5:7;101:1;4:0;2:160;3:0,200613,220,0,392,0,500,3
200613,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-20;5:8;101:1;4:0;2:200;3:0,200614,250,0,568,0,500,3
200614,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-24;5:9;101:1;4:0;2:240;3:0,200615,280,0,768,0,500,3
200615,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-28;5:10;101:1;4:0;2:280;3:0,200616,310,0,992,0,500,3
200616,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-32;5:11;101:1;4:0;2:320;3:0,200617,340,0,1240,0,500,3
200617,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-36;5:12;101:1;4:0;2:360;3:0,200618,370,0,1512,0,500,3
200618,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-40;5:13;101:1;4:0;2:400;3:0,200619,400,0,1808,0,500,3
200619,部位-大炮,res://scence/player/Player_derivedPart6-lack1-1.tscn,1,20060,1:-44;5:14;101:1;4:0;2:440;3:0,0,0,0,2128,0,500,3
200620,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-6;5:5;101:1;4:0;2:60;3:0,200621,130,120,96,0,500,2
200621,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-9;5:6;101:1;4:0;2:90;3:0,200622,155,0,200,0,500,2
200622,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-12;5:7;101:1;4:0;2:120;3:0,200623,180,0,324,0,500,2
200623,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-15;5:8;101:1;4:0;2:150;3:0,200624,205,0,468,0,500,2
200624,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-18;5:9;101:1;4:0;2:180;3:0,200625,230,0,632,0,500,2
200625,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-21;5:10;101:1;4:0;2:210;3:0,200626,255,0,816,0,500,2
200626,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-24;5:11;101:1;4:0;2:240;3:0,200627,280,0,1020,0,500,2
200627,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-27;5:12;101:1;4:0;2:270;3:0,200628,305,0,1244,0,500,2
200628,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-30;5:13;101:1;4:0;2:300;3:0,200629,330,0,1488,0,500,2
200629,部位-大炮,res://scence/player/Player_derivedPart6-lack2-1.tscn,1,20060,1:-33;5:14;101:1;4:0;2:330;3:0,0,0,0,1752,0,500,2
200630,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-4;5:5;101:1;4:0;2:40;3:0,200631,100,100,80,0,500,1
200631,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-6;5:6;101:1;4:0;2:60;3:0,200632,120,0,160,0,500,1
200632,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-8;5:7;101:1;4:0;2:80;3:0,200633,140,0,256,0,500,1
200633,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-10;5:8;101:1;4:0;2:100;3:0,200634,160,0,368,0,500,1
200634,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-12;5:9;101:1;4:0;2:120;3:0,200635,180,0,496,0,500,1
200635,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-14;5:10;101:1;4:0;2:140;3:0,200636,200,0,640,0,500,1
200636,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-16;5:11;101:1;4:0;2:160;3:0,200637,220,0,800,0,500,1
200637,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-18;5:12;101:1;4:0;2:180;3:0,200638,240,0,976,0,500,1
200638,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-20;5:13;101:1;4:0;2:200;3:0,200639,260,0,1168,0,500,1
200639,部位-大炮,res://scence/player/Player_derivedPart6-lack3-1.tscn,1,20060,1:-22;5:14;101:1;4:0;2:220;3:0,0,0,0,1376,0,500,1
200700,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-20;5:10;101:1.75;4:0;2:100;3:0,200701,200,160,128,0,500,4
200701,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-40;5:20;101:1.75;4:0;2:150;3:0,200702,235,0,288,0,500,4
200702,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-60;5:30;101:1.75;4:0;2:200;3:0,200703,270,0,476,0,500,4
200703,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-80;5:40;101:1.75;4:0;2:250;3:0,200704,305,0,692,0,500,4
200704,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-100;5:50;101:1.75;4:0;2:300;3:0,200705,340,0,936,0,500,4
200705,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-120;5:60;101:1.75;4:0;2:350;3:0,200706,375,0,1208,0,500,4
200706,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-140;5:70;101:1.75;4:0;2:400;3:0,200707,410,0,1508,0,500,4
200707,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-160;5:80;101:1.75;4:0;2:450;3:0,200708,445,0,1836,0,500,4
200708,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-180;5:90;101:1.75;4:0;2:500;3:0,200709,480,0,2192,0,500,4
200709,部位-大炮,res://scence/player/Player_derivedPart7-1.tscn,1,20070,1:-200;5:100;101:1.75;4:0;2:550;3:0,0,0,0,2576,0,500,4
200710,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-16;5:10;101:1.75;4:0;2:80;3:0,200711,160,140,112,0,500,3
200711,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-32;5:20;101:1.75;4:0;2:120;3:0,200712,190,0,240,0,500,3
200712,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-48;5:30;101:1.75;4:0;2:160;3:0,200713,220,0,392,0,500,3
200713,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-64;5:40;101:1.75;4:0;2:200;3:0,200714,250,0,568,0,500,3
200714,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-80;5:50;101:1.75;4:0;2:240;3:0,200715,280,0,768,0,500,3
200715,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-96;5:60;101:1.75;4:0;2:280;3:0,200716,310,0,992,0,500,3
200716,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-112;5:70;101:1.75;4:0;2:320;3:0,200717,340,0,1240,0,500,3
200717,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-128;5:80;101:1.75;4:0;2:360;3:0,200718,370,0,1512,0,500,3
200718,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-144;5:90;101:1.75;4:0;2:400;3:0,200719,400,0,1808,0,500,3
200719,部位-大炮,res://scence/player/Player_derivedPart7-lack1-1.tscn,1,20070,1:-160;5:100;101:1.75;4:0;2:440;3:0,0,0,0,2128,0,500,3
200720,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-12;5:10;101:1.75;4:0;2:60;3:0,200721,130,120,96,0,500,2
200721,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-24;5:20;101:1.75;4:0;2:90;3:0,200722,155,0,200,0,500,2
200722,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-36;5:30;101:1.75;4:0;2:120;3:0,200723,180,0,324,0,500,2
200723,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-48;5:40;101:1.75;4:0;2:150;3:0,200724,205,0,468,0,500,2
200724,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-60;5:50;101:1.75;4:0;2:180;3:0,200725,230,0,632,0,500,2
200725,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-72;5:60;101:1.75;4:0;2:210;3:0,200726,255,0,816,0,500,2
200726,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-84;5:70;101:1.75;4:0;2:240;3:0,200727,280,0,1020,0,500,2
200727,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-96;5:80;101:1.75;4:0;2:270;3:0,200728,305,0,1244,0,500,2
200728,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-108;5:90;101:1.75;4:0;2:300;3:0,200729,330,0,1488,0,500,2
200729,部位-大炮,res://scence/player/Player_derivedPart7-lack2-1.tscn,1,20070,1:-120;5:100;101:1.75;4:0;2:330;3:0,0,0,0,1752,0,500,2
200730,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-8;5:10;101:1.75;4:0;2:40;3:0,200731,100,100,80,0,500,1
200731,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-16;5:20;101:1.75;4:0;2:60;3:0,200732,120,0,160,0,500,1
200732,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-24;5:30;101:1.75;4:0;2:80;3:0,200733,140,0,256,0,500,1
200733,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-32;5:40;101:1.75;4:0;2:100;3:0,200734,160,0,368,0,500,1
200734,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-40;5:50;101:1.75;4:0;2:120;3:0,200735,180,0,496,0,500,1
200735,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-48;5:60;101:1.75;4:0;2:140;3:0,200736,200,0,640,0,500,1
200736,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-56;5:70;101:1.75;4:0;2:160;3:0,200737,220,0,800,0,500,1
200737,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-64;5:80;101:1.75;4:0;2:180;3:0,200738,240,0,976,0,500,1
200738,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-72;5:90;101:1.75;4:0;2:200;3:0,200739,260,0,1168,0,500,1
200739,部位-大炮,res://scence/player/Player_derivedPart7-lack3-1.tscn,1,20070,1:-80;5:100;101:1.75;4:0;2:220;3:0,0,0,0,1376,0,500,1
200800,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-10;5:2;101:1.3;4:0;2:100;3:0,200801,200,160,128,0,500,4
200801,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-15;5:3;101:1.3;4:0;2:150;3:0,200802,235,0,288,0,500,4
200802,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-20;5:4;101:1.3;4:0;2:200;3:0,200803,270,0,476,0,500,4
200803,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-25;5:5;101:1.3;4:0;2:250;3:0,200804,305,0,692,0,500,4
200804,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-30;5:6;101:1.3;4:0;2:300;3:0,200805,340,0,936,0,500,4
200805,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-35;5:7;101:1.3;4:0;2:350;3:0,200806,375,0,1208,0,500,4
200806,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-40;5:8;101:1.3;4:0;2:400;3:0,200807,410,0,1508,0,500,4
200807,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-45;5:9;101:1.3;4:0;2:450;3:0,200808,445,0,1836,0,500,4
200808,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-50;5:10;101:1.3;4:0;2:500;3:0,200809,480,0,2192,0,500,4
200809,部位-大炮,res://scence/player/Player_derivedPart8-1.tscn,1,20080,1:-55;5:11;101:1.3;4:0;2:550;3:0,0,0,0,2576,0,500,4
200810,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-8;5:2;101:1.3;4:0;2:80;3:0,200811,160,140,112,0,500,3
200811,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-12;5:3;101:1.3;4:0;2:120;3:0,200812,190,0,240,0,500,3
200812,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-16;5:4;101:1.3;4:0;2:160;3:0,200813,220,0,392,0,500,3
200813,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-20;5:5;101:1.3;4:0;2:200;3:0,200814,250,0,568,0,500,3
200814,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-24;5:6;101:1.3;4:0;2:240;3:0,200815,280,0,768,0,500,3
200815,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-28;5:7;101:1.3;4:0;2:280;3:0,200816,310,0,992,0,500,3
200816,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-32;5:8;101:1.3;4:0;2:320;3:0,200817,340,0,1240,0,500,3
200817,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-36;5:9;101:1.3;4:0;2:360;3:0,200818,370,0,1512,0,500,3
200818,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-40;5:10;101:1.3;4:0;2:400;3:0,200819,400,0,1808,0,500,3
200819,部位-大炮,res://scence/player/Player_derivedPart8-lack1-1.tscn,1,20080,1:-44;5:11;101:1.3;4:0;2:440;3:0,0,0,0,2128,0,500,3
200820,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-6;5:2;101:1.3;4:0;2:60;3:0,200821,130,120,96,0,500,2
200821,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-9;5:3;101:1.3;4:0;2:90;3:0,200822,155,0,200,0,500,2
200822,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-12;5:4;101:1.3;4:0;2:120;3:0,200823,180,0,324,0,500,2
200823,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-15;5:5;101:1.3;4:0;2:150;3:0,200824,205,0,468,0,500,2
200824,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-18;5:6;101:1.3;4:0;2:180;3:0,200825,230,0,632,0,500,2
200825,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-21;5:7;101:1.3;4:0;2:210;3:0,200826,255,0,816,0,500,2
200826,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-24;5:8;101:1.3;4:0;2:240;3:0,200827,280,0,1020,0,500,2
200827,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-27;5:9;101:1.3;4:0;2:270;3:0,200828,305,0,1244,0,500,2
200828,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-30;5:10;101:1.3;4:0;2:300;3:0,200829,330,0,1488,0,500,2
200829,部位-大炮,res://scence/player/Player_derivedPart8-lack2-1.tscn,1,20080,1:-33;5:11;101:1.3;4:0;2:330;3:0,0,0,0,1752,0,500,2
200830,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-4;5:2;101:1.3;4:0;2:40;3:0,200831,100,100,80,0,500,1
200831,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-6;5:3;101:1.3;4:0;2:60;3:0,200832,120,0,160,0,500,1
200832,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-8;5:4;101:1.3;4:0;2:80;3:0,200833,140,0,256,0,500,1
200833,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-10;5:5;101:1.3;4:0;2:100;3:0,200834,160,0,368,0,500,1
200834,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-12;5:6;101:1.3;4:0;2:120;3:0,200835,180,0,496,0,500,1
200835,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-14;5:7;101:1.3;4:0;2:140;3:0,200836,200,0,640,0,500,1
200836,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-16;5:8;101:1.3;4:0;2:160;3:0,200837,220,0,800,0,500,1
200837,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-18;5:9;101:1.3;4:0;2:180;3:0,200838,240,0,976,0,500,1
200838,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-20;5:10;101:1.3;4:0;2:200;3:0,200839,260,0,1168,0,500,1
200839,部位-大炮,res://scence/player/Player_derivedPart8-lack3-1.tscn,1,20080,1:-22;5:11;101:1.3;4:0;2:220;3:0,0,0,0,1376,0,500,1
200900,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-10;5:1;101:1;4:0;2:100;3:0,200901,200,160,128,0,500,4
200901,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-15;5:2;101:1;4:0;2:150;3:0,200902,235,0,288,0,500,4
200902,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-20;5:3;101:1;4:0;2:200;3:0,200903,270,0,476,0,500,4
200903,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-25;5:4;101:1;4:0;2:250;3:0,200904,305,0,692,0,500,4
200904,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-30;5:5;101:1;4:0;2:300;3:0,200905,340,0,936,0,500,4
200905,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-35;5:6;101:1;4:0;2:350;3:0,200906,375,0,1208,0,500,4
200906,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-40;5:7;101:1;4:0;2:400;3:0,200907,410,0,1508,0,500,4
200907,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-45;5:8;101:1;4:0;2:450;3:0,200908,445,0,1836,0,500,4
200908,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-50;5:9;101:1;4:0;2:500;3:0,200909,480,0,2192,0,500,4
200909,部位-大炮,res://scence/player/Player_derivedPart9-1.tscn,1,20090,1:-55;5:10;101:1;4:0;2:550;3:0,0,0,0,2576,0,500,4
200910,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-8;5:1;101:1;4:0;2:80;3:0,200911,160,140,112,0,500,3
200911,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-12;5:2;101:1;4:0;2:120;3:0,200912,190,0,240,0,500,3
200912,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-16;5:3;101:1;4:0;2:160;3:0,200913,220,0,392,0,500,3
200913,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-20;5:4;101:1;4:0;2:200;3:0,200914,250,0,568,0,500,3
200914,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-24;5:5;101:1;4:0;2:240;3:0,200915,280,0,768,0,500,3
200915,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-28;5:6;101:1;4:0;2:280;3:0,200916,310,0,992,0,500,3
200916,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-32;5:7;101:1;4:0;2:320;3:0,200917,340,0,1240,0,500,3
200917,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-36;5:8;101:1;4:0;2:360;3:0,200918,370,0,1512,0,500,3
200918,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-40;5:9;101:1;4:0;2:400;3:0,200919,400,0,1808,0,500,3
200919,部位-大炮,res://scence/player/Player_derivedPart9-lack1-1.tscn,1,20090,1:-44;5:10;101:1;4:0;2:440;3:0,0,0,0,2128,0,500,3
200920,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-6;5:1;101:1;4:0;2:60;3:0,200921,130,120,96,0,500,2
200921,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-9;5:2;101:1;4:0;2:90;3:0,200922,155,0,200,0,500,2
200922,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-12;5:3;101:1;4:0;2:120;3:0,200923,180,0,324,0,500,2
200923,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-15;5:4;101:1;4:0;2:150;3:0,200924,205,0,468,0,500,2
200924,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-18;5:5;101:1;4:0;2:180;3:0,200925,230,0,632,0,500,2
200925,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-21;5:6;101:1;4:0;2:210;3:0,200926,255,0,816,0,500,2
200926,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-24;5:7;101:1;4:0;2:240;3:0,200927,280,0,1020,0,500,2
200927,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-27;5:8;101:1;4:0;2:270;3:0,200928,305,0,1244,0,500,2
200928,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-30;5:9;101:1;4:0;2:300;3:0,200929,330,0,1488,0,500,2
200929,部位-大炮,res://scence/player/Player_derivedPart9-lack2-1.tscn,1,20090,1:-33;5:10;101:1;4:0;2:330;3:0,0,0,0,1752,0,500,2
200930,部位-大炮,res://scence/player/Player_derivedPart9-lack3-1.tscn,1,20090,1:-4;5:1;101:1;4:0;2:40;3:0,200931,100,100,80,0,500,1
